dataset,category,raw_label,raw_name,broden_label,broden_name
ade20k,object,2919,utility cover,0,-
ade20k,object,2920,utility covers,0,-
ade20k,object,2921,utility panel,0,-
ade20k,object,2922,utility panels,0,-
ade20k,object,2923,vacuum cleaner,0,-
ade20k,object,2924,valance,0,-
ade20k,object,2925,valley urban,0,-
ade20k,object,2926,valley;vale,0,-
ade20k,object,2927,valve,0,-
ade20k,object,2928,van,81,van
ade20k,object,2930,vanity,0,-
ade20k,object,2931,vanity bag,0,-
ade20k,object,2932,vase,40,vase
ade20k,object,2933,vases,40,vase
ade20k,object,2934,vault,0,-
ade20k,object,2935,vaulted niche,0,-
ade20k,object,2936,vegetables,0,-
ade20k,object,2937,veil,0,-
ade20k,object,2938,velodrome,0,-
ade20k,object,2939,vending machine,259,vending machine
ade20k,object,2941,vent;venthole;vent-hole;blowhole,230,vent
ade20k,object,2942,ventilation shaft,0,-
ade20k,object,2944,veranda awning,0,-
ade20k,object,2945,verandah,0,-
ade20k,object,2947,vessel,0,-
ade20k,object,2948,vest,0,-
ade20k,object,2949,viaduct,0,-
ade20k,object,2950,video,0,-
ade20k,object,2951,video camera,0,-
ade20k,object,2952,video game,0,-
ade20k,object,2953,video-tape,0,-
ade20k,object,2955,videos,0,-
ade20k,object,2956,viewpoint,0,-
ade20k,object,2957,village,0,-
ade20k,object,2958,vine,0,-
ade20k,object,2959,vine shoot,0,-
ade20k,object,2960,vinegar jar,0,-
ade20k,object,2961,vinery,0,-
ade20k,object,2962,vineyard,0,-
ade20k,object,2963,vintage bottle filler,0,-
ade20k,object,2964,violin,0,-
ade20k,object,2965,violoncello,0,-
ade20k,object,2966,visit cards,0,-
ade20k,object,2969,volleyball court,0,-
ade20k,object,2970,voting booth,0,-
ade20k,object,2971,wafers,0,-
ade20k,object,2972,wagon,0,-
ade20k,object,2973,wagons,0,-
ade20k,object,2974,walker,0,-
ade20k,object,2975,walkie talkie,0,-
ade20k,object,2976,walking stick,0,-
ade20k,object,2977,walkway,0,-
ade20k,object,2978,wall,1,wall
ade20k,object,2979,wall clock,0,-
ade20k,object,2982,wall socket;wall plug;electric outlet;electrical outlet;outlet;electric receptacle,46,wall socket
ade20k,object,2983,wallet,0,-
ade20k,object,2984,walrus,0,-
ade20k,object,2985,wardrobe;closet;press,113,wardrobe
ade20k,object,2986,warehouse,0,-
ade20k,object,2987,warship,0,-
ade20k,object,2988,washbasin chair,0,-
ade20k,object,2989,washer;automatic washer;washing machine,240,washer
ade20k,object,2990,washing hair,0,-
ade20k,object,2991,washing machines,0,-
ade20k,object,2992,watch,0,-
ade20k,object,2993,watchtower,0,-
ade20k,object,2994,water,35,water
ade20k,object,2995,water bog,0,-
ade20k,object,2996,water chute,0,-
ade20k,object,2997,water cooler,0,-
ade20k,object,2998,water dispenser,0,-
ade20k,object,2999,water ditch,0,-
ade20k,object,3000,water faucet;water tap;tap;hydrant,0,-
ade20k,object,3001,water filter,0,-
ade20k,object,3002,water hole,0,-
ade20k,object,3003,water lily,0,-
ade20k,object,3004,water machine,0,-
ade20k,object,3005,water mill,0,-
ade20k,object,3006,water mist,0,-
ade20k,object,3007,water pump,0,-
ade20k,object,3008,water spurt,0,-
ade20k,object,3009,water surf,0,-
ade20k,object,3010,water tower,0,-
ade20k,object,3011,water valve,0,-
ade20k,object,3013,water wheel,0,-
ade20k,object,3014,watercraft,0,-
ade20k,object,3016,waterfall;falls,257,waterfall
ade20k,object,3017,watering can,0,-
ade20k,object,3018,waterscape,0,-
ade20k,object,3019,waterway,0,-
ade20k,object,3023,weapon,0,-
ade20k,object,3024,weapons,0,-
ade20k,object,3025,weathervane,0,-
ade20k,object,3026,webcam,0,-
ade20k,object,3027,weeds,0,-
ade20k,object,3028,weighbridge,0,-
ade20k,object,3029,weight,0,-
ade20k,object,3030,weights,0,-
ade20k,object,3031,welcome card,0,-
ade20k,object,3032,well,0,-
ade20k,object,3033,wheat,0,-
ade20k,object,3035,wheel,287,wheel
ade20k,object,3036,wheelbarrow,0,-
ade20k,object,3037,wheelchair,0,-
ade20k,object,3038,wheelhouse,0,-
ade20k,object,3039,wheels,287,wheel
ade20k,object,3040,whisk,0,-
ade20k,object,3041,whistle,0,-
ade20k,object,3042,white coat,0,-
ade20k,object,3043,white mark,0,-
ade20k,object,3044,wicker basket,0,-
ade20k,object,3045,wig,0,-
ade20k,object,3046,winch,0,-
ade20k,object,3047,wind chimes,0,-
ade20k,object,3048,wind turbine,0,-
ade20k,object,3049,windmill;aerogenerator;wind generator,0,-
ade20k,object,3051,window frame,0,-
ade20k,object,3054,window scarf,0,-
ade20k,object,3055,windowpane;window,9,window
ade20k,object,3058,windshield;windscreen,0,-
ade20k,object,3059,wine rack,0,-
ade20k,object,3062,wipe,0,-
ade20k,object,3065,wire mesh,0,-
ade20k,object,3066,wire mower,0,-
ade20k,object,3067,wire;conducting wire,181,wire
ade20k,object,3069,wireless phone,0,-
ade20k,object,3070,wires,181,wire
ade20k,object,3071,witness stand,0,-
ade20k,object,3072,wok,0,-
ade20k,object,3073,wood,103,wood
ade20k,object,3074,wood art,0,-
ade20k,object,3075,wood blocks,0,-
ade20k,object,3076,wood board,0,-
ade20k,object,3077,wood box,0,-
ade20k,object,3078,wood figure,0,-
ade20k,object,3079,woodcarving,0,-
ade20k,object,3080,wooden cutlery,0,-
ade20k,object,3081,wooden overhang,0,-
ade20k,object,3082,wooden structure,0,-
ade20k,object,3083,wooden utensils,0,-
ade20k,object,3084,wooden wedge,0,-
ade20k,object,3085,work coat,0,-
ade20k,object,3086,work hut,0,-
ade20k,object,3087,work surface,65,work surface
ade20k,object,3088,workbench,0,-
ade20k,object,3089,workstation,0,-
ade20k,object,3090,worktable;work table,0,-
ade20k,object,3091,wreath,0,-
ade20k,object,3092,wrenches,0,-
ade20k,object,3093,writing desk,0,-
ade20k,object,3094,x-rays,0,-
ade20k,object,3095,x-rays bed,0,-
ade20k,object,3097,yoke,0,-
ade20k,object,3098,ziggurat,0,-
ade20k,object,3101,carapace;shell;cuticle;shield,0,-
ade20k,object,3102,jersey;t-shirt;tee shirt,324,jersey
ade20k,object,3103,anchor;ground tackle,0,-
ade20k,object,3104,rocking chair;rocker,0,-
ade20k,object,3105,dog;domestic dog;canis familiaris,43,dog
ade20k,object,3107,horse;equus caballus,105,horse
ade20k,object,3108,altar;communion table;lord's table,296,altar
ade20k,object,3109,screen;crt screen,157,crt screen
ade20k,object,3110,andiron;firedog;dog;dog-iron,0,-
ade20k,object,3111,sailboat;sailing boat,0,-
ade20k,object,3112,pala,0,-
ade20k,object,3113,alarm;warning device;alarm system,0,-
ade20k,object,3114,amphitheater;amphitheatre;coliseum,0,-
ade20k,object,3115,tarmacadam;tarmac;macadam,0,-
ade20k,object,3116,aquarium;fish tank;marine museum,0,-
ade20k,object,3117,playing field;athletic field;playing area;field,0,-
ade20k,object,3118,cash machine;cash dispenser;automated teller machine;automatic teller machine;automated teller;automatic teller;atm,0,-
ade20k,object,3119,armor;armour,0,-
ade20k,object,3120,water vapor;water vapour,0,-
ade20k,object,3121,alarm clock;alarm,0,-
ade20k,object,3122,caca,0,-
ade20k,object,3123,central processing unit;cpu;c p u ;central processor;processor;mainframe,0,-
ade20k,object,3124,art;fine art,0,-
ade20k,object,3125,ninepin;skittle;skittle pin,0,-
ade20k,object,3127,card game;cards,0,-
ade20k,object,3128,altarpiece;reredos,0,-
ade20k,object,3129,gas pump;gasoline pump;petrol pump;island dispenser,0,-
ade20k,object,3131,orifice;opening;porta,0,-
ade20k,object,3132,seaplane;hydroplane,0,-
ade20k,object,3133,flood;floodlight;flood lamp;photoflood,0,-
ade20k,object,3136,sled;sledge;sleigh,0,-
ade20k,object,3138,mug holder,0,-
ade20k,object,3139,aircraft carrier;carrier;flattop;attack aircraft carrier,0,-
ade20k,object,3140,videocassette recorder;vcr,0,-
ade20k,object,3141,painiting,0,-
ade20k,object,3142,swab;swob;mop,0,-
ade20k,object,3143,adding machine;totalizer;totaliser,0,-
ade20k,object,3144,compueter,0,-
ade20k,object,3145,alga;algae,0,-
ade20k,object,3146,doble door,0,-
ade20k,object,3147,radio receiver;receiving set;radio set;radio;tuner;wireless,0,-
ade20k,object,3148,autoclave;sterilizer;steriliser,0,-
pascal,object,1,accordion,0,-
pascal,object,2,aeroplane,68,airplane
pascal,object,3,air conditioner,130,air conditioner
pascal,object,4,antenna,212,antenna
pascal,object,5,artillery,0,-
pascal,object,6,ashtray,251,ashtray
pascal,object,7,atrium,0,-
pascal,object,8,baby carriage,288,baby buggy
pascal,object,9,bag,55,bag
pascal,object,10,ball,188,ball
pascal,object,11,balloon,0,-
pascal,object,12,bamboo weaving,0,-
pascal,object,13,barrel,284,barrel
pascal,object,14,baseball bat,0,-
pascal,object,15,basket,64,basket
pascal,object,16,basketball backboard,0,-
pascal,object,17,bathtub,109,bathtub
pascal,object,18,bed,28,bed
pascal,object,19,bedclothes,144,bedclothes
pascal,object,20,beer,0,-
pascal,object,21,bell,0,-
pascal,object,22,bench,62,bench
pascal,object,23,bicycle,57,bicycle
pascal,object,25,bird,69,bird
pascal,object,26,bird cage,0,-
pascal,object,27,bird feeder,0,-
pascal,object,28,bird nest,0,-
pascal,object,29,blackboard,317,blackboard
pascal,object,30,board,118,board
pascal,object,31,boat,63,boat
pascal,object,32,bone,0,-
pascal,object,33,book,36,book
pascal,object,34,bottle,33,bottle
pascal,object,35,bottle opener,0,-
pascal,object,36,bowl,66,bowl
pascal,object,37,box,30,box
pascal,object,38,bracelet,0,-
pascal,object,39,brick,0,-
pascal,object,40,bridge,135,bridge
pascal,object,41,broom,0,-
pascal,object,42,brush,201,brush
pascal,object,43,bucket,96,bucket
pascal,object,44,building,5,building
pascal,object,45,bus,120,bus
pascal,object,46,cabinet,19,cabinet
pascal,object,47,cabinet door,0,-
pascal,object,48,cage,305,cage
pascal,object,49,cake,295,patty
pascal,object,50,calculator,0,-
pascal,object,51,calendar,332,calendar
pascal,object,53,camera,232,camera
pascal,object,55,can,140,can
pascal,object,56,candle,175,candle
pascal,object,57,candle holder,115,candlestick
pascal,object,58,cap,303,cap
pascal,object,59,car,13,car
pascal,object,60,card,0,-
pascal,object,61,cart,279,cart
pascal,object,62,case,151,case
pascal,object,63,casette recorder,0,-
pascal,object,64,cash register,331,cash register
pascal,object,65,cat,49,cat
pascal,object,66,cd,315,cd
pascal,object,67,cd player,0,-
pascal,object,68,ceiling,7,ceiling
pascal,object,69,cell phone,0,-
pascal,object,70,cello,0,-
pascal,object,71,chain,0,-
pascal,object,72,chair,12,chair
pascal,object,73,chessboard,0,-
pascal,object,75,chopstick,0,-
pascal,object,76,clip,0,-
pascal,object,77,clippers,0,-
pascal,object,78,clock,54,clock
pascal,object,79,closet,113,wardrobe
pascal,object,80,cloth,58,cloth
pascal,object,82,coffee,0,-
pascal,object,83,coffee machine,0,-
pascal,object,84,comb,0,-
pascal,object,85,computer,117,computer
pascal,object,86,concrete,0,-
pascal,object,87,cone,0,-
pascal,object,88,container,152,container
pascal,object,90,controller,0,-
pascal,object,96,counter,112,counter
pascal,object,97,court,316,court
pascal,object,98,cow,142,cow
pascal,object,99,crabstick,0,-
pascal,object,100,crane,223,crane
pascal,object,101,crate,0,-
pascal,object,102,cross,281,cross
pascal,object,103,crutch,0,-
pascal,object,104,cup,76,cup
pascal,object,105,curtain,23,curtain
pascal,object,106,cushion,34,cushion
pascal,object,107,cutting board,0,-
pascal,object,108,dais,0,-
pascal,object,109,disc,0,-
pascal,object,110,disc case,0,-
pascal,object,112,dock,227,pier
pascal,object,113,dog,43,dog
pascal,object,115,door,16,door
pascal,object,116,drainer,0,-
pascal,object,117,dray,0,-
pascal,object,118,drink dispenser,0,-
pascal,object,119,drinking machine,0,-
pascal,object,121,drug,0,-
pascal,object,122,drum,0,-
pascal,object,123,drum kit,0,-
pascal,object,124,duck,0,-
pascal,object,126,earphone,0,-
pascal,object,127,earrings,0,-
pascal,object,128,egg,0,-
pascal,object,129,electric fan,0,-
pascal,object,130,electric iron,0,-
pascal,object,131,electric pot,0,-
pascal,object,132,electric saw,0,-
pascal,object,134,engine,0,-
pascal,object,136,equipment,313,equipment
pascal,object,138,exhibition booth,0,-
pascal,object,139,extinguisher,289,fire extinguisher
pascal,object,140,eyeglass,260,eyeglass
pascal,object,141,fan,104,fan
pascal,object,142,faucet,176,faucet
pascal,object,143,fax machine,0,-
pascal,object,144,fence,26,fence
pascal,object,145,ferris wheel,0,-
pascal,object,146,fire extinguisher,289,fire extinguisher
pascal,object,147,fire hydrant,199,fireplug
pascal,object,148,fire place,92,fire place
pascal,object,149,fish,0,-
pascal,object,150,fish tank,0,-
pascal,object,151,fishbowl,0,-
pascal,object,152,fishing net,0,-
pascal,object,153,fishing pole,0,-
pascal,object,154,flag,90,flag
pascal,object,155,flagstaff,0,-
pascal,object,157,flashlight,0,-
pascal,object,158,floor,3,floor
pascal,object,159,flower,37,flower
pascal,object,160,fly,0,-
pascal,object,162,food,114,food
pascal,object,163,footbridge,286,footbridge
pascal,object,165,fork,193,fork
pascal,object,167,fountain,237,fountain
pascal,object,169,frame,0,-
pascal,object,170,fridge,294,fridge
pascal,object,171,frog,0,-
pascal,object,172,fruit,172,fruit
pascal,object,173,funnel,0,-
pascal,object,174,furnace,0,-
pascal,object,175,game controller,0,-
pascal,object,176,game machine,0,-
pascal,object,180,gift box,0,-
pascal,object,181,glass,89,glass
pascal,object,182,glass marble,0,-
pascal,object,184,glove,0,-
pascal,object,185,goal,0,-
pascal,object,186,grandstand,190,grandstand
pascal,object,187,grass,11,grass
pascal,object,189,ground,22,ground
pascal,object,190,guardrail,0,-
pascal,object,191,guitar,248,guitar
pascal,object,192,gun,0,-
pascal,object,193,hammer,0,-
pascal,object,194,hand cart,0,-
pascal,object,195,handle,0,-
pascal,object,196,handrail,101,bannister
pascal,object,197,hanger,247,hanger
pascal,object,199,hat,207,hat
pascal,object,200,hay,0,-
pascal,object,201,headphone,0,-
pascal,object,202,heater,202,heater
pascal,object,203,helicopter,0,-
pascal,object,204,helmet,264,helmet
pascal,object,205,holder,0,-
pascal,object,206,hook,0,-
pascal,object,207,horse,105,horse
pascal,object,208,horse-drawn carriage,0,-
pascal,object,209,hot-air balloon,0,-
pascal,object,211,ice,0,-
pascal,object,213,ipod,0,-
pascal,object,214,iron,0,-
pascal,object,215,ironing board,0,-
pascal,object,216,jar,132,jar
pascal,object,217,kart,0,-
pascal,object,218,kettle,214,kettle
pascal,object,219,key,0,-
pascal,object,220,keyboard,173,keyboard
pascal,object,221,kitchen range,82,stove
pascal,object,222,kite,0,-
pascal,object,223,knife,156,knife
pascal,object,224,knife block,0,-
pascal,object,225,ladder,206,ladder
pascal,object,226,ladder truck,0,-
pascal,object,227,ladle,0,-
pascal,object,228,laptop,168,laptop
pascal,object,229,leaves,0,-
pascal,object,230,lid,207,hat
pascal,object,231,life buoy,0,-
pascal,object,232,light,18,light
pascal,object,233,light bulb,0,-
pascal,object,234,lighter,0,-
pascal,object,235,line,0,-
pascal,object,238,lock,0,-
pascal,object,240,mailbox,228,post box
pascal,object,241,mannequin,0,-
pascal,object,242,map,0,-
pascal,object,244,mat,330,mat
pascal,object,245,match book,0,-
pascal,object,246,mattress,0,-
pascal,object,247,menu,0,-
pascal,object,248,metal,171,metal
pascal,object,249,meter box,0,-
pascal,object,250,microphone,236,microphone
pascal,object,251,microwave,122,microwave
pascal,object,252,mirror,39,mirror
pascal,object,253,missile,0,-
pascal,object,254,model,0,-
pascal,object,255,money,0,-
pascal,object,256,monkey,0,-
pascal,object,257,mop,0,-
pascal,object,258,motorbike,106,motorbike
pascal,object,259,mountain,25,mountain
pascal,object,260,mouse,224,mouse
pascal,object,261,mouse pad,241,mouse pad
pascal,object,262,musical instrument,0,-
pascal,object,263,napkin,147,napkin
pascal,object,264,net,277,net
pascal,object,265,newspaper,282,newspaper
pascal,object,266,oar,0,-
pascal,object,267,ornament,298,decoration
pascal,object,268,outlet,46,wall socket
pascal,object,269,oven,160,oven
pascal,object,270,oxygen bottle,0,-
pascal,object,271,pack,134,pack
pascal,object,272,pan,0,-
pascal,object,273,paper,73,paper
pascal,object,274,paper box,0,-
pascal,object,275,paper cutter,0,-
pascal,object,276,parachute,0,-
pascal,object,277,parasol,0,-
pascal,object,278,parterre,0,-
pascal,object,279,patio,0,-
pascal,object,281,pen,198,pen
pascal,object,282,pen container,0,-
pascal,object,283,pencil,0,-
pascal,object,284,person,6,person
pascal,object,285,photo,0,-
pascal,object,286,piano,309,piano
pascal,object,287,picture,15,painting
pascal,object,288,pig,0,-
pascal,object,289,pillar,56,column
pascal,object,290,pillow,48,pillow
pascal,object,291,pipe,177,pipe
pascal,object,292,pitcher,184,pitcher
pascal,object,293,plant,14,plant
pascal,object,294,plastic,0,-
pascal,object,295,plate,52,plate
pascal,object,296,platform,165,platform
pascal,object,297,player,0,-
pascal,object,298,playground,0,-
pascal,object,299,pliers,0,-
pascal,object,300,plume,0,-
pascal,object,301,poker,0,-
pascal,object,302,poker chip,0,-
pascal,object,303,pole,24,pole
pascal,object,304,pool table,170,pool table
pascal,object,305,postcard,0,-
pascal,object,306,poster,88,poster
pascal,object,307,pot,51,pot
pascal,object,308,pottedplant,77,pottedplant
pascal,object,309,printer,217,printer
pascal,object,310,projector,327,projector
pascal,object,311,pumpkin,0,-
pascal,object,312,rabbit,0,-
pascal,object,313,racket,0,-
pascal,object,314,radiator,164,radiator
pascal,object,315,radio,0,-
pascal,object,316,rail,53,railing
pascal,object,317,rake,0,-
pascal,object,318,ramp,0,-
pascal,object,319,range hood,0,-
pascal,object,320,receiver,0,-
pascal,object,321,recorder,0,-
pascal,object,322,recreational machines,0,-
pascal,object,323,remote control,185,remote control
pascal,object,324,road,10,road
pascal,object,326,rock,45,rock
pascal,object,328,rocking horse,0,-
pascal,object,329,rope,93,rope
pascal,object,330,rug,38,carpet
pascal,object,331,ruler,0,-
pascal,object,332,runway,245,runway
pascal,object,333,saddle,262,saddle
pascal,object,334,sand,123,sand
pascal,object,335,saw,0,-
pascal,object,336,scale,0,-
pascal,object,337,scanner,0,-
pascal,object,338,scissors,0,-
pascal,object,339,scoop,0,-
pascal,object,340,screen,116,blind
pascal,object,341,screwdriver,0,-
pascal,object,342,sculpture,124,sculpture
pascal,object,344,sewer,0,-
pascal,object,345,sewing machine,0,-
pascal,object,346,shed,0,-
pascal,object,347,sheep,141,sheep
pascal,object,348,shell,0,-
pascal,object,349,shelves,32,shelf
pascal,object,350,shoe,169,shoe
pascal,object,351,shopping cart,0,-
pascal,object,352,shovel,0,-
pascal,object,353,sidecar,0,-
pascal,object,354,sidewalk,17,sidewalk
pascal,object,355,sign,20,signboard
pascal,object,356,signal light,0,-
pascal,object,357,sink,42,sink
pascal,object,358,skateboard,0,-
pascal,object,359,ski,0,-
pascal,object,360,sky,2,sky
pascal,object,361,sled,0,-
pascal,object,362,slippers,0,-
pascal,object,363,smoke,285,smoke
pascal,object,365,snake,0,-
pascal,object,366,snow,128,snow
pascal,object,367,snowmobiles,0,-
pascal,object,368,sofa,29,sofa
pascal,object,370,spatula,0,-
pascal,object,371,speaker,138,loudspeaker
pascal,object,373,spice container,0,-
pascal,object,374,spoon,210,spoon
pascal,object,376,squirrel,0,-
pascal,object,377,stage,216,stage
pascal,object,378,stair,133,stair
pascal,object,379,stapler,0,-
pascal,object,380,stick,334,stick
pascal,object,381,sticky note,0,-
pascal,object,383,stool,98,stool
pascal,object,384,stove,82,stove
pascal,object,385,straw,0,-
pascal,object,387,sun,0,-
pascal,object,388,sunglass,0,-
pascal,object,389,sunshade,84,awning
pascal,object,390,surveillance camera,0,-
pascal,object,391,swan,0,-
pascal,object,393,swim ring,0,-
pascal,object,394,swimming pool,291,swimming pool
pascal,object,395,swing,0,-
pascal,object,396,switch,79,switch
pascal,object,397,table,8,table
pascal,object,398,tableware,0,-
pascal,object,399,tank,271,tank
pascal,object,400,tap,0,-
pascal,object,401,tape,0,-
pascal,object,402,tarp,0,-
pascal,object,403,telephone,91,telephone
pascal,object,405,tent,244,tent
pascal,object,406,tire,0,-
pascal,object,407,toaster,272,toaster
pascal,object,408,toilet,110,toilet
pascal,object,409,tong,0,-
pascal,object,410,tool,0,-
pascal,object,411,toothbrush,0,-
pascal,object,412,towel,94,towel
pascal,object,413,toy,71,plaything
pascal,object,414,toy car,0,-
pascal,object,415,track,121,track
pascal,object,416,train,108,train
pascal,object,417,trampoline,0,-
pascal,object,418,trash bin,60,ashcan
pascal,object,419,tray,100,tray
pascal,object,420,tree,4,tree
pascal,object,422,tripod,0,-
pascal,object,423,trophy,0,-
pascal,object,424,truck,83,truck
pascal,object,425,tube,0,-
pascal,object,426,turtle,0,-
pascal,object,427,tvmonitor,95,monitor
pascal,object,429,typewriter,0,-
pascal,object,430,umbrella,149,umbrella
pascal,object,431,-,0,-
pascal,object,432,vacuum cleaner,0,-
pascal,object,433,vending machine,259,vending machine
pascal,object,434,video camera,0,-
pascal,object,435,video game console,0,-
pascal,object,436,video player,0,-
pascal,object,437,video tape,0,-
pascal,object,438,violin,0,-
pascal,object,440,wall,1,wall
pascal,object,441,wallet,0,-
pascal,object,442,wardrobe,113,wardrobe
pascal,object,443,washing machine,240,washer
pascal,object,444,watch,0,-
pascal,object,445,water,35,water
pascal,object,446,water dispenser,0,-
pascal,object,447,water pipe,0,-
pascal,object,448,water skate board,0,-
pascal,object,449,watermelon,0,-
pascal,object,452,wheel,287,wheel
pascal,object,453,wheelchair,0,-
pascal,object,454,window,9,window
pascal,object,455,window blinds,0,-
pascal,object,456,wineglass,179,wineglass
pascal,object,457,wire,181,wire
pascal,object,458,wood,103,wood
pascal,object,459,wool,0,-
ade20k,part,9,aerial,0,-
ade20k,part,31,antenna,0,-
ade20k,part,34,antlers,0,-
ade20k,part,36,aperture,79,aperture
ade20k,part,42,apron,52,apron
ade20k,part,50,arcades,134,arcades
ade20k,part,51,arch,0,-
ade20k,part,54,arm,4,arm
ade20k,part,56,arm support,0,-
ade20k,part,59,armrest,0,-
ade20k,part,83,back,20,back
ade20k,part,84,back control,0,-
ade20k,part,85,back cushion,0,-
ade20k,part,86,back pillow,38,back pillow
ade20k,part,89,background,0,-
ade20k,part,92,backplate,78,backplate
ade20k,part,95,bag,0,-
ade20k,part,101,balcony,40,balcony
ade20k,part,106,ball storage,0,-
ade20k,part,112,balustrade,113,balustrade
ade20k,part,135,bars,0,-
ade20k,part,136,base,28,base
ade20k,part,140,baseboard,0,-
ade20k,part,144,basket,0,-
ade20k,part,157,battlement,0,-
ade20k,part,161,beam,110,beam
ade20k,part,165,bed,101,bed
ade20k,part,166,bed column,0,-
ade20k,part,167,bed side,0,-
ade20k,part,169,bedpost,151,bedpost
ade20k,part,172,bedspring,0,-
ade20k,part,175,bell,0,-
ade20k,part,176,bell tower,0,-
ade20k,part,181,bench,0,-
ade20k,part,184,bicycle path,0,-
ade20k,part,203,blade,90,blade
ade20k,part,205,blades,90,blade
ade20k,part,211,blind,0,-
ade20k,part,213,blinds,0,-
ade20k,part,225,body,25,body
ade20k,part,249,bottle,0,-
ade20k,part,251,bottle rack,0,-
ade20k,part,252,bottom rail,0,-
ade20k,part,259,bowl,77,bowl
ade20k,part,266,box,0,-
ade20k,part,269,box spring,0,-
ade20k,part,277,branch,150,branch
ade20k,part,278,branches,150,branch
ade20k,part,281,bread lift,0,-
ade20k,part,284,bread slot,0,-
ade20k,part,302,bucket,0,-
ade20k,part,313,bulb,99,bulb
ade20k,part,320,bumper,62,bumper
ade20k,part,324,burner,136,burner
ade20k,part,329,bushes,0,-
ade20k,part,338,buttocks,0,-
ade20k,part,339,button,111,button
ade20k,part,341,button panel,65,button panel
ade20k,part,342,buttons,111,button
ade20k,part,343,buttons panel,0,-
ade20k,part,350,cabinet,138,cabinet
ade20k,part,369,can,0,-
ade20k,part,375,candle,0,-
ade20k,part,389,canopy,75,canopy
ade20k,part,394,cap,44,cap
ade20k,part,396,capital,139,capital
ade20k,part,418,cart,0,-
ade20k,part,423,casing,118,casing
ade20k,part,424,casing interior,0,-
ade20k,part,444,cds,0,-
ade20k,part,447,ceiling,0,-
ade20k,part,468,chain,89,chain
ade20k,part,471,chair,0,-
ade20k,part,495,chimney,61,chimney
ade20k,part,517,circus,0,-
ade20k,part,518,cistern,76,water tank
ade20k,part,521,clamp,0,-
ade20k,part,530,clock,0,-
ade20k,part,531,clock face,0,-
ade20k,part,535,closure,0,-
ade20k,part,543,cloud,82,cloud
ade20k,part,544,clouds,82,cloud
ade20k,part,559,cockpit,0,-
ade20k,part,580,column,24,column
ade20k,part,582,columns,24,column
ade20k,part,589,computer case,86,computer case
ade20k,part,600,control,0,-
ade20k,part,602,control panel,0,-
ade20k,part,607,control tower,0,-
ade20k,part,618,cord,104,cord
ade20k,part,625,corner pocket,98,corner pocket
ade20k,part,626,cornice,0,-
ade20k,part,629,countertop,0,-
ade20k,part,634,cover,0,-
ade20k,part,663,cross bracing,0,-
ade20k,part,665,crosswalk,66,crosswalk
ade20k,part,672,cue,0,-
ade20k,part,680,curb,0,-
ade20k,part,684,curtain,0,-
ade20k,part,686,curtain support,0,-
ade20k,part,689,cushion,0,-
ade20k,part,699,dartboard,0,-
ade20k,part,702,deck,0,-
ade20k,part,716,deer skull,0,-
ade20k,part,728,detergent dispenser,0,-
ade20k,part,730,dial,115,dial
ade20k,part,732,diffuser,0,-
ade20k,part,733,diffusor,102,diffusor
ade20k,part,735,digital clock,0,-
ade20k,part,740,dish rack,0,-
ade20k,part,752,display,0,-
ade20k,part,759,divider,0,-
ade20k,part,772,dome,107,dome
ade20k,part,774,door,8,door
ade20k,part,776,door frame,41,door frame
ade20k,part,777,doorbell,0,-
ade20k,part,779,doors,8,door
ade20k,part,781,dormer,92,dormer
ade20k,part,783,double door,8,door
ade20k,part,784,drain,0,-
ade20k,part,785,drain pipe,0,-
ade20k,part,789,drawer,21,drawer
ade20k,part,791,drawing,0,-
ade20k,part,831,ear,7,ear
ade20k,part,832,earmuffs,126,earmuffs
ade20k,part,840,eaves,0,-
ade20k,part,850,elevator,0,-
ade20k,part,857,embrasure,0,-
ade20k,part,859,entrance,96,entrance
ade20k,part,860,entrance parking,0,-
ade20k,part,876,exhaust pipe,0,-
ade20k,part,884,eye,6,eye
ade20k,part,887,fabric,0,-
ade20k,part,890,face,83,face
ade20k,part,895,faucet,29,faucet
ade20k,part,896,faucet drain lever,0,-
ade20k,part,904,fence,0,-
ade20k,part,909,fender,0,-
ade20k,part,910,fenders,0,-
ade20k,part,928,filter,0,-
ade20k,part,930,finial,0,-
ade20k,part,934,fire bell,0,-
ade20k,part,938,fire escape,122,fire escape
ade20k,part,966,floatation device,0,-
ade20k,part,972,floor,0,-
ade20k,part,978,flower,0,-
ade20k,part,980,flowers,0,-
ade20k,part,981,fluorescent,0,-
ade20k,part,983,flusher,0,-
ade20k,part,995,folding door,0,-
ade20k,part,996,folding doors,0,-
ade20k,part,1004,foot,15,foot
ade20k,part,1005,foot rail,0,-
ade20k,part,1006,foot rest,0,-
ade20k,part,1012,footboard,48,footboard
ade20k,part,1015,footrest,0,-
ade20k,part,1024,frame,46,frame
ade20k,part,1030,fringe,0,-
ade20k,part,1031,front,74,front
ade20k,part,1033,fruit,0,-
ade20k,part,1051,fuselage,125,fuselage
ade20k,part,1052,gable,0,-
ade20k,part,1062,garage door,114,garage door
ade20k,part,1063,garage doors,114,garage door
ade20k,part,1065,garden,0,-
ade20k,part,1072,gas cap,117,gas cap
ade20k,part,1081,gate,0,-
ade20k,part,1134,green light,0,-
ade20k,part,1137,griddle,0,-
ade20k,part,1140,grille,129,grille
ade20k,part,1141,grille door,0,-
ade20k,part,1145,ground,0,-
ade20k,part,1156,gutter,0,-
